bellagio-10.txt,menu items verses,2.201786,-0.277822
bellagio-10.txt,late night gaming options,2.000000,0.170830
bellagio-10.txt,Dinner Buffet,1.467857,0.402641
bellagio-10.txt,peak times,0.616667,3.065143
bellagio-10.txt,casino floor,0.616667,3.332572
bellagio-100.txt,Bellagio buffet,1.000000,0.190733
bellagio-100.txt,food choice,1.000000,0.781467
bellagio-1000.txt,outstanding buffet,1.000000,1.500000
bellagio-1000.txt,quick seating,1.000000,0.400000
bellagio-1000.txt,n't imaging,1.000000,0.860906
bellagio-1000.txt,everything imaginable,1.000000,0.430453
bellagio-1004.txt,main town centre,1.500000,0.284164
bellagio-1004.txt,extremely helpful,1.000000,1.600000
bellagio-1006.txt,Bellagio Conservatory,1.000000,1.301936
bellagio-1006.txt,early morning,1.000000,-0.861591
bellagio-1006.txt,taking photos,1.000000,0.919687
bellagio-1008.txt,yummy cakes,1.000000,1.500000
bellagio-1010.txt,great hotel,1.000000,1.200000
bellagio-1010.txt,major updating,1.000000,1.350000
bellagio-1010.txt,n't hot,1.000000,0.637500
bellagio-1012.txt,Friendly staffs,1.000000,0.800000
bellagio-1012.txt,convenient location,1.000000,0.861160
bellagio-1013.txt,Bellagio conservatory displays,1.500000,1.290000
bellagio-1013.txt,wonderful displays,1.000000,1.600000
bellagio-1013.txt,welcome break,1.000000,0.645000
bellagio-1014.txt,changing displays,1.000000,1.600000
bellagio-1015.txt,evening time,1.000000,1.000000
bellagio-1015.txt,huge variety,1.000000,0.400000
bellagio-1015.txt,cold foods,1.000000,0.700000
bellagio-1017.txt,free dessert,1.000000,0.447500
bellagio-1017.txt,special occasion,1.000000,0.223750
bellagio-1017.txt,nice surprise,1.000000,1.000000
bellagio-1017.txt,sweet gesture,1.000000,0.980000
bellagio-1017.txt,outdoor seating,1.000000,0.111875
bellagio-1017.txt,Bellagio Fountain,1.000000,0.055937
bellagio-1017.txt,vegas strips,1.000000,0.027969
bellagio-1017.txt,hugeee plus,1.000000,0.013984
bellagio-1017.txt,special moment,1.000000,1.586866
bellagio-1018.txt,pleasant evening visit,1.500000,1.000000
bellagio-1018.txt,fountain show,1.000000,0.600000
bellagio-102.txt,Bellagio-Italia Binders,1.000000,0.980000
bellagio-102.txt,DVD insert,1.000000,0.490000
bellagio-1020.txt,cold food,2.000000,-0.240000
bellagio-1020.txt,Bellagio dinner buffet,1.500000,-0.320000
bellagio-1022.txt,young finger-snapping pimples,1.500000,0.178064
bellagio-1022.txt,experienced collusion,1.000000,-0.100000
bellagio-1022.txt,poker room,1.000000,0.039032
bellagio-1022.txt,Bellagio visitors,1.000000,0.269836
bellagio-1022.txt,pit boss,1.000000,0.134918
bellagio-1022.txt,familiar terms,1.000000,0.067459
bellagio-1022.txt,sore loser,1.000000,0.980000
bellagio-1023.txt,poker room,1.000000,-1.082556
bellagio-1024.txt,Italian ingredients,1.000000,1.294556
bellagio-1024.txt,excellent portions,1.000000,1.200000
bellagio-1024.txt,Italian food,1.000000,0.848102
bellagio-1025.txt,regular stop,1.000000,0.000000
bellagio-1029.txt,Bellagio fountain show,3.125000,0.388500
bellagio-1029.txt,cool view,2.083333,0.777000
bellagio-103.txt,Bellagio-Italia Binders,1.000000,0.980000
bellagio-1030.txt,Bellagio fountains,1.000000,0.000000
bellagio-1031.txt,different options,1.000000,1.066000
bellagio-1031.txt,lemon drop,1.000000,1.023000
bellagio-1032.txt,huge display,1.000000,0.400000
bellagio-1032.txt,fall leaves,1.000000,0.475000
bellagio-1032.txt,single time,1.000000,0.237500
bellagio-1036.txt,late lunch,1.000000,0.400000
bellagio-1036.txt,Bellagio fountain,1.000000,0.200000
bellagio-1036.txt,really fun,1.000000,0.500000
bellagio-1036.txt,half-hour everyone,1.000000,0.250000
bellagio-1037.txt,autumn display,1.000000,0.309450
bellagio-1037.txt,definitely worth,1.000000,0.154725
bellagio-1039.txt,creative display,1.000000,0.980000
bellagio-104.txt,great place,1.000000,0.800000
bellagio-104.txt,fresh flowers,1.000000,1.301608
bellagio-1041.txt,fabulous dessert area,1.500000,1.600000
bellagio-1041.txt,Bellagio buffet,1.000000,0.540577
bellagio-1043.txt,Bucket List,1.000000,0.600000
bellagio-1043.txt,great time,1.000000,1.200000
bellagio-1045.txt,fabulous hotel,1.000000,1.600000
bellagio-1045.txt,hotel belvedere,1.000000,1.345497
bellagio-1045.txt,lovely shops,1.000000,1.200000
bellagio-1046.txt,special hotel,1.000000,1.000000
bellagio-1049.txt,enjoyed bellagio,1.000000,0.455815
bellagio-1050.txt,Bellagio buffet breakfast,1.500000,-0.938329
bellagio-1050.txt,egg florentine,1.000000,-0.410041
bellagio-1050.txt,egg benedict,1.000000,-0.145897
bellagio-1050.txt,vegetarian options,1.000000,-0.072949
bellagio-1050.txt,meat options,1.000000,-0.636474
bellagio-1050.txt,seating area,1.000000,-1.350237
bellagio-1050.txt,really bad,1.000000,-2.064000
bellagio-1050.txt,elsewhere next,1.000000,-0.633225
bellagio-1052.txt,Bellagio Casino decor,1.500000,1.548391
bellagio-1052.txt,quite impressive,1.000000,1.636600
bellagio-1052.txt,cool atmosphere,1.000000,1.416076
bellagio-1054.txt,expensive dishes,0.500000,-0.576000
bellagio-1054.txt,great food,0.366667,2.400000
bellagio-1054.txt,good service,0.366667,2.000000
bellagio-1054.txt,lovely setting,0.366667,2.400000
bellagio-1055.txt,different buffets,1.000000,0.428608
bellagio-1057.txt,3pm somassume,1.375000,5.391853
bellagio-1057.txt,prime time,1.375000,6.769065
bellagio-1057.txt,reasonable pace,1.375000,6.627469
bellagio-1057.txt,desk personnel,1.375000,6.045060
bellagio-1057.txt,great seats,0.783333,3.600000
bellagio-1057.txt,last minute,0.783333,-1.719858
bellagio-1057.txt,restaurant recommendation,0.783333,3.000000
bellagio-1058.txt,Great location,1.000000,1.200000
bellagio-1059.txt,Bellagio Casino,1.000000,0.045486
bellagio-1059.txt,uncontrollable urges,1.000000,-1.170833
bellagio-1059.txt,fantastic garden,1.000000,1.200000
bellagio-1059.txt,foyer ceiling,1.000000,0.622743
bellagio-106.txt,whimsical face,1.000000,0.600000
bellagio-106.txt,happy grin,1.000000,1.000000
bellagio-106.txt,botanical squireels,1.000000,1.053333
bellagio-106.txt,beautiful fall,1.000000,1.500000
bellagio-1061.txt,Bellagio fountain shows,1.500000,1.089193
bellagio-1061.txt,delicious food,1.000000,0.926195
bellagio-1061.txt,fabulous service,1.000000,1.600000
bellagio-1061.txt,wait staff,1.000000,1.413989
bellagio-1062.txt,good restaurants,1.000000,1.000000
bellagio-1062.txt,bellagio hotel,1.000000,0.345091
bellagio-1062.txt,open setting,1.000000,-0.584091
bellagio-1062.txt,end bar,1.000000,-1.048682
bellagio-1062.txt,great food,1.000000,-2.196000
bellagio-1063.txt,wonderful experience,1.833333,4.800000
bellagio-1063.txt,Bellagio fountains,0.333333,1.175000
bellagio-1064.txt,great table,1.283333,4.800000
bellagio-1064.txt,Bellagio fountains,1.283333,4.786667
bellagio-1064.txt,birthday cookies,0.250000,0.600000
bellagio-1064.txt,special occasion,0.200000,1.173333
bellagio-1065.txt,outstanding experience,1.000000,1.500000
bellagio-1065.txt,service team,1.000000,1.283333
bellagio-1067.txt,Beautiful Scenery,1.000000,1.500000
bellagio-1068.txt,floral artistry,1.000000,0.944000
bellagio-1068.txt,Bellagio venture,1.000000,1.033400
bellagio-1068.txt,Stunning displays,1.000000,1.200000
bellagio-1069.txt,spectacular display,1.000000,1.600000
bellagio-107.txt,Beautiful Fall,1.000000,1.500000
bellagio-1070.txt,casino area lots,1.500000,1.175240
bellagio-1070.txt,different bars,1.000000,0.719206
bellagio-1070.txt,end shops,1.000000,0.979797
bellagio-1070.txt,night club,1.000000,1.110093
bellagio-1070.txt,casino gaming,1.000000,1.207814
bellagio-1072.txt,courtesy car service,1.625000,-3.586800
bellagio-1072.txt,great views,1.083333,3.600000
bellagio-1072.txt,steep hill,1.083333,-2.400000
bellagio-1072.txt,Unprofessional breakfast service,0.375000,-1.536000
bellagio-1072.txt,advanced technology,0.200000,1.685600
bellagio-1072.txt,engineering degree,0.200000,1.685600
bellagio-1074.txt,beautiful flowers,1.000000,1.500000
bellagio-1074.txt,beautiful structures,1.000000,1.500000
bellagio-1076.txt,fantastic service,1.000000,1.200000
bellagio-1076.txt,Bellagio fountains,1.000000,1.421333
bellagio-1076.txt,Really great,1.000000,2.064000
bellagio-1077.txt,Buffet staff,1.000000,0.516947
bellagio-1077.txt,empty tables,1.000000,0.460807
bellagio-1077.txt,clearly visible,1.000000,1.424000
bellagio-1078.txt,Lovely hotel,1.000000,1.200000
bellagio-1079.txt,truly amazing,1.000000,1.577800
bellagio-1079.txt,big gambler,1.000000,0.845313
bellagio-1079.txt,always busy,1.000000,0.956656
bellagio-1079.txt,always available,1.000000,0.748294
bellagio-108.txt,beautiful garden,1.000000,1.500000
bellagio-108.txt,wonderful oasis,1.000000,-2.400000
bellagio-108.txt,true respite,1.000000,0.165000
bellagio-1081.txt,mini Bellagio sand castle,2.000000,0.277160
bellagio-1081.txt,botanical gardens,1.000000,0.907370
bellagio-1081.txt,summer ocean,1.000000,0.514562
bellagio-1081.txt,coral reef,1.000000,0.257281
bellagio-1081.txt,sea turtles,1.000000,0.128640
bellagio-1081.txt,intricate details,1.000000,0.554320
bellagio-1083.txt,patio seating,1.000000,-0.001573
bellagio-1083.txt,noise level,1.000000,-0.487453
bellagio-1083.txt,neighbors conversation,1.000000,0.181556
bellagio-1084.txt,lacked ventilation,1.500000,-1.424000
