0,complimentary fridges
0,flat-screen televisions
1,clean ones
1,easily impressed
1,easily impressed
1,promptly available
1,smart choice
1,solid choice
1,solid option
1,yet ready
1,yet ready
1,yet ready
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
2,subjective opinion
3,2 day vacation
3,4 day vacation
3,4 night booking
3,5 nights club level
3,8 day multi-city trip
3,business trip
3,business trip
3,extended trip
3,last call
3,last leg
3,last minute
3,last minute
3,last minute
3,last minute
3,last minute booking
3,last minute business trip
3,last minute cancellation
3,last moment
3,last visit
3,leaving home
3,memorable visit
3,missed meeting
3,next summer vacation
3,NYC event
3,NYC trip
3,previous evening
3,previous trip
3,return visit
3,tiring business trip
3,tour operator
3,tourist season
3,weekends offseason
3,weeklong vacation
3,whole trip
4,double room
4,handicap room
4,handicap room
4,open standard room
4,Pure room
4,room keys
4,standard room
4,standard room
5,close luxurious
5,conventional amenities
5,decent accommodations
5,especially cottages
5,expensive hotel options
5,expensive wifi
5,frequent traveler
6,management representative
6,management representative
6,management representative
6,management representative
6,management representative
6,management representative
6,management representative
