
 Bigram NP 
brief intervention 27
primary care 27
gentilello lm 6
j trauma 6
rivara fp 5
bernstein j 5
bernstein e 5
alcohol alcohol 5
severe alcohol 5
cherpitel cj 5
teachable moment 5
his study 4
national survey 4
maio rf 4
d'onofrio g 4
miller wr 4
soderstrom ca 4
systematic review 4
new york 4
dyehouse jm 4
motivational interviewing 4
donovan dm 4
dunn cw 3
urgent care 3
barry kl 3
zink bj 3
blow fc 3
chang g 3
mental status 3
brief alcohol 3
future research 3
their drinking 3
u.s. department 3
great deal 3
physician behavior 3
ann surg 3
clifford pr 2
emergency physician 2
many risk 2
howe sr 2
recommended screening 2
young adult 2
general nursing 2
clinical practice 2
degutis lc 2
their alcohol 2
astrachan bm 2
moran l 2
medical treatment 2
nirenberg td 2
guilford press 2
fast-paced environment 2
alcohol problem 2
west virginia 2
hill em 2
project match 2
important outcome 2
project assert 2
dinh-zarr t 2
medical care 2
chick j 2
large number 2
same time 2
other hand 2
diclemente cc 2
craig sa 2
first step 2
wide range 2
lloyd g 2
physician advice 2
kern tj 2
meyrick m 2
standard practice 2
screening procedure 2
lemmink j 2
manwell lb 2
first question 2
diguiseppi c 2
spontaneous remission 2
becker b 2
mccarthy m 2
motivational enhancement 2
brewer pa 2
jurkovich gj 2
small business 2
heitman e 2
dischinger pc 2
marital therapy 2
follow-up visit 2
single intervention 2
johnson k 2
wright s 2
early intervention 2
alcohol-related motor 2
controlled trial 2
woolard rh 2
o'connor r 2
internal medicine 2
medical education 2
mean score 2
alcohol-related trauma 2
alcoholic anonymous 2
russlee ac 2
unique opportunity 2
important role 1
recent survey 1
mary dufour 1
samet jh 1
gurney jg 1
mccullough d 1
stocking cb 1
valid intervention 1
critical end 1
level staff 1
initial period 1
final report 1
alcohol use 1
ultimate effectiveness 1
medical practice 1
two-week follow-up 1
healthcare research 1
auerbach di 1
chin mh 1
problematic alcohol 1
transtheoretical model 1
hazardous level 1
real challenge 1
trauma population 1
kreuter mw 1
strecher vj 1
longabough r 1
same physician 1
standard control 1
heeren t 1
minugh a 1
intensive intervention 1
directive treatment 1
same result 1
many problem 1
olsen cg 1
misguided attempt 1
gordon lt 1
minor injury 1
appropriate referral 1
edward bernstein 1
improving health 1
motivational intervention 1
company production 1
small change 1
dangerous behaviors-and 1
ries r 1
appropriate alcohol 1
patient progress 1
other funding 1
your alcohol 1
mazmanian p 1
high trait 1
influential factor 1
behavioral risk 1
recent study 1
medical setting 1
her project 1
extended treatment 1
smith g 1
zimmerman gl 1
rhodes kv 1
their role 1
jaffe aj 1
saitz r 1
cupples la 1
davis da 1
powerful event 1
severe problem 1
exact intervention 1
ideal world 1
first challenge 1
patient readiness 1
preliminary screen 1
their use 1
baby boom 1
at-risk drinking 1
patient-centered alcohol 1
six-month follow-up 1
alcohol-related emergency 1
daranciang e 1
follow-up contact 1
his sense 1
reyna tm 1
gail d'onofrio 1
injury control 1
her belief 1
single session 1
professional resistance 1
doctoral-level psychologist 1
fuller mg 1
late time 1
added cost 1
empirical testing 1
hollis mw 1
dailey jt 1
substance abuse 1
porter jm 1
continuous quality 1
good news 1
trained professional 1
our inquiry 1
md excessive 1
significant policy 1
drug screening 1
linear method 1
brief monitoring 1
wirtz pw 1
other emergency 1
residential treatment 1
captive audience 1
follow-up study 1
phd reducing 1
measurable blood 1
american emergency 1
monti pm 1
their research 1
effective treatment.42 1
fast pace 1
charles bombardier 1
six-month follow 1
ronald maio 1
critical defining 1
brief negotiation 1
limited time 1
significant assistance 1
inconclusive evidence 1
integral part 1
readiness-to-change instrument 1
sullivan lm 1
difficult part 1
guohua li 1
* presenter 1
readiness scale 1
scientific question 1
their manuscript 1
carlo diclemente 1
inpatient trauma 1
colby sm 1
rode s 1
new study 1
carroll k 1
schottenfeld r 1
other risk 1
davis d 1
davis k 1
hospers hj 1
computer-based screening 1
individualized feedback 1
feasible program 1
robert lowe 1
important issue 1
his research 1
large expectation 1
hurley tg 1
first visit 1
our thinking 1
real life 1
scalea tm 1
injured crash 1
evaluate fidelity 1
hemphill c 1
fligner cl 1
other problem 1
hoffman r 1
many treatment 1
drummond d 1
bien th 1
levenson sm 1
immediate entry 1
hodgkin dc 1
intensive treatment 1
natural history 1
brief workbook 1
motivational level 1
notre dame 1
medical emergency 1
weissberg mp 1
copass m. 1
gorelick da 1
graham dm 1
multiple health 1
severe dependence 1
national sample 1
current situation 1
hodgson rj 1
current practice 1
phase ii 1
excessive drinking 1
computer-based intervention 1
additional treatment 1
liver disease 1
seguin d 1
few exceptions.29,30 1
howard g 1
medical condition 1
herman diesenhaus 1
primary health 1
eligible patients.19 1
proven alcohol 1
interactive computer 1
walsh dc 1
alcohol-positive older 1
adverse consequence 1
successful connection 1
nurse workforce 1
kufera ja 1
lauderdale d 1
data collection 1
risky behaviors.20,32,33 1
specific intervention 1
scientific community 1
much attention 1
efficient intervention 1
alcohol-specific intervention.18 1
tonigan j 1
continuous care 1
walter mc 1
17-year-old group 1
previous research 1
chaotic nature 1
vicious cycle 1
low end 1
injured patient 1
clinical trial 1
duggan p 1
their visit 1
alcohol-related morbidity 1
buerhaus pi 1
goldfrank lr 1
hired staff 1
elinor walker 1
short-term memory 1
potential opportunity 1
taylor-vaisy a 1
change behavior 1
seminal interest 1
drug problem 1
their practice 1
minimal intervention 1
multi-site effectiveness 1
silver bullet 1
primary screen 1
gordon smith 1
new setting 1
weil u 1
addiction behavior 1
social science 1
successful referral 1
tesh e 1
their paperwork 1
original goal 1
sobel mb 1
friedman pd 1
post-treatment period 1
physician/patient interaction 1
freemantle n 1
multiple risk 1
kristen barry 1
significant change 1
mcduff dr 1
successful dissemination 1
recent review 1
individual patient 1
hazardous drinker 1
state-of-the-art article 1
singer km 1
public health 1
senior emergency 1
waller pf 1
first contact 1
post-discharge follow-up 1
her readiness 1
normal drinker 1
post-discharge period 1
effective intervention 1
strong evidence 1
brief health 1
rounsaville b 1
certain proportion 1
alcoholic client 1
other health 1
exact time 1
several emergency 1
which provider 1
hazardous drinking 1
daniel hungerford 1
further research 1
