
 Bigram NP 
new department 55
homeland security 33
human capital 12
critical infrastructure 12
national strategy 11
aviation security 11
national homeland 5
select committee 5
local preparedness 4
federal government 4
same time 4
21st century 3
public health 3
comprehensive threat 3
risk assessments 3
national preparedness 3
non-homeland security 3
recent testimony 3
private sector 3
its mission 3
food safety 2
new cabinet 2
change management 2
successful implementation 2
gao-02-957t congress 2
medical preparedness 2
effective performance 2
national plan 2
effective management 2
domestic preparedness 2
effective communication 2
right leadership 2
major consolidation 2
title iii 2
planning reorganizations 2
our nation 2
my testimony 2
first year 2
top-level attention 2
financial management 2
biological terrorism 2
high-risk series 2
its homeland 2
governmentwide perspective 2
results act 2
program risks 2
its consideration 2
integrated approach 2
coast guard 2
primary mission 2
biological defense 2
d coordination 2
information sharing 2
response capabilities 2
strategic plan 2
unique opportunity 2
cabinet status 2
our government 2
annual estimate 1
overseas visa 1
our economy 1
disease control 1
appropriate incentive 1
acquisition management 1
federal bureau 1
strategic planning 1
appropriate accountability 1
wide range 1
are underway 1
management challenges 1
appropriate location 1
short-term transition 1
original purpose 1
sustained leadership 1
serious management 1
considerable time 1
resultsoriented performance 1
accountability criteria 1
natural resistance 1
critical task 1
sustainable manner 1
biological attacks 1
building partnerships 1
biological preparedness 1
its success 1
performance-based organization 1
t- rced/nsiad-96-237 1
short term 1
poor coordination 1
future flexibility 1
new organization 1
critical knowledge 1
developing analysis 1
supplemental spending 1
critical element 1
successful reorganization 1
maximum use 1
our work 1
good government 1
national framework.5 1
relevant management 1
careful attention 1
performance information 1
close adherence 1
go further 1
focused organization 1
mr. chairman 1
serious consideration 1
periodic oversight 1
federal operations 1
overall objectives.9 1
first responder 1
executive branch 1
organizational performance 1
house committee 1
nonhomeland security 1
long-term stewardship 1
sufficient authority 1
federal programs 1
information sharing/coordination 1
adequate monitoring 1
fema continues 1
its ability 1
organizational transition 1
combat terrorism 1
institutional continuity 1
special attention 1
additional accountability 1
energy.12 again 1
knowledge management 1
preparedness activities 1
new emphasis 1
gao-02-957t figure 1
sustained commitment 1
broad grant 1
extensive acquisition 1
its evaluation 1
unified purpose 1
central location 1
sustainment costs 1
accountability series 1
initial emergency 1
results-oriented performance 1
sufficient management 1
warning capabilities 1
national capabilities 1
organizational culture 1
legislative branch 1
partnership sought 1
financial accountability 1
effective fit 1
timely consideration 1
thorough planning 1
information management 1
environmental research 1
key success 1
ultimate effectiveness 1
implementation will 1
gao- ggd-81-57 1
visionary leadership 1
federal research 1
successful transition 1
proportionate share 1
overall purpose 1
related business 1
national basis 1
avoid duplicate 1
initial legislation 1
collective bargaining 1
overall ability 1
collective body 1
assure security 1
effective response 1
key infrastructure 1
major government 1
• maritime 1
early attention 1
day-to-day basis 1
david walker 1
key policy 1
broadbased homeland 1
limited term 1
shape flexibility 1
fundamental conflict 1
long-term effectiveness 1
substantial time 1
critical question 1
airport security 1
