
 Bigram NP 
national saving 199
social security 174
personal saving 128
federal government 79
economic growth 45
domestic investment 29
federal budget 25
economic analysis 24
total factor 22
current business 22
private saving 21
federal debt 20
budget office 18
unified budget 18
long term 17
personal income 17
fiscal policy 15
current account 14
current income 14
consumer finance 14
budget issue 13
long run 13
national bureau 12
fiscal year 12
federal spending 12
paper no 12
economic research 12
economic outlook 11
economic perspective 11
private investment 10
unified surplus 9
next decade 9
elderly population 9
annual report 9
national income 8
golden rule 8
economic activity 8
new york 8
individual retirement 8
their retirement 8
oasdi trustee 7
discretionary spending 7
net worth 7
private sector 7
research service 7
local government 7
personal spending 7
federal reserve 7
federal saving 7
nonfederal saving 7
federal investment 6
john sabelhaus 6
net debt 6
net income 6
future living 6
future consumption 6
foreign investment 6
great deal 6
other spending 6
product account 6
current consumption 5
current law 5
future challenge 5
federal revenue 5
increased government 5
policy priority 5
economic model 5
productive capacity 5
additional dollar 5
new saving 5
meaningful reform 5
budget surplus 5
future tax 5
gross saving 5
overall level 5
annamaria lusardi 5
cbo memorandum 5
text box 5
ultimate effect 5
net effect 5
public awareness 5
medicare trustee 5
individual account 5
federal tax 4
domestic capital 4
important way 4
real estate 4
current production 4
david a 4
75-year period 4
federal surplus 4
ricardian equivalence 4
comprehensive revision 4
our simulation 4
bls handbook 4
their saving 4
fiscal outlook 4
charles steindel 4
u.s. family 4
budgetary flexibility 4
productivity analysis 4
other hand 4
retirement security 4
their income 4
anticipated budget 4
current spending 4
preferential tax 4
martha starr-mccluer 4
future income 4
brookings paper 4
total population 4
federal old-age 4
st. louis 4
precautionary saving 4
u.s. department 4
employer-sponsored pension 4
saver act 4
executive office 4
wealth-income ratio 4
new direction 4
large share 4
medicare reform 4
postsecondary education 3
opposite direction 3
financial literacy 3
economic cooperation 3
depreciated capital 3
projected budget 3
human capital 3
empirical evidence 3
individual household 3
recent research 3
absent reform 3
virtual disappearance 3
same amount 3
international investment 3
our modeling 3
nation's capital 3
economic pie 3
debt management 3
high saving 3
long-term perspective 3
social security's 3
actuarial balance 3
j. shoven 3
net increase 3
rental income 3
household wealth 3
washington d.c. 3
federal dissaving 3
long-term productivity 3
economic performance 3
additional investment 3
micro fact 3
philippe bacchetta 3
long-term process 3
viable strategy 3
life-cycle model 3
action necessary 3
total value 3
long-term damage 3
gary burtless 3
macroeconomic perspective 3
last year 3
temporary assistance 3
new investment 3
chicago press 3
direct way 3
same rate 3
long-term simulation 3
education campaign 3
long-term outlook 3
foreign capital 3
detailed description 3
social development 3
our model 3
their wealth 3
nation's income 3
economic capacity 3
needy family 3
gail makinen 3
unspecified mix 3
economic literature 3
annual growth 3
aggregate household 3
n. gregory 3
brian w. 3
appendix ii 3
hi trustee 3
great depression 3
long-term financing 3
new capital 3
deficit reduction 3
further discussion 3
federal health 3
steven venti 3
financial status 3
net interest 3
jonathan skinner 3
disability insurance 3
d. bernheim 3
big ticket 3
long-term care 2
milka s. 2
trade deficit 2
significant improvement 2
down payment 2
international comparison 2
personal saving-both 2
technical change 2
midsession review 2
triennial survey 2
population aging 2
overall affordability 2
primary measure 2
current saving 2
direct investment 2
public about 2
paper series 2
next period 2
common cause 2
felt sooner 2
personal retirement 2
information technology 2
comprehensive discussion 2
financial empowerment 2
owner-occupied housing 2
general tax 2
capital flow 2
second half 2
it debt 2
underlying capital 2
government doing 2
empirical research 2
simplified example 2
defined benefit 2
household saving 2
defining saving 2
first time 2
retirement income 2
nber conference 2
their deduction 2
kenneth rogoff 2
it effect 2
current issue 2
our benefit 2
