
 Bigram NP 
federal government 18
critical success 16
human capital 11
private sector 11
federal sector 10
new york 10
senior executive 9
information technology 9
senior management 8
their business 8
executive guide 7
their information 7
results act 7
clinger-cohen act 7
strategic plan 7
capital planning 6
case study 6
our study 6
overall business 5
its information 5
their cios 5
key role 4
successful execution 4
senior information 4
same time 4
decision-making process 4
strategic planning 4
full participant 4
information management 4
our case 4
international industry 3
new information 3
long way 3
clear understanding 3
key characteristics 3
statutory framework 3
exposure draft 3
entire corporation 3
government performance 3
criminal justice 3
regulatory affairs 3
annual performance 3
current market 3
federal cios 3
value creation 3
cfo act 3
national association 3
strategic direction 3
electronic commerce 2
project management 2
short term 2
personnel management 2
internal accounting 2
public sector 2
current information 2
affect business 2
financial management 2
sensitive information 2
cio council 2
organizational credibility 2
federal employment 2
federal computer 2
public law 2
current environment 2
common information 2
our work 2
their organizations« 2
government«s information-collection 2
good opportunity 2
final section 2
internal legacy 2
our sample 2
demonstrating results 2
their technology 2
execute cio 2
central oversight 2
circular no 2
wide range 2
retail division 2
great extent 2
effective management 2
bernard h. 2
executive leadership 2
information act 2
our research 2
active participation 2
technological change 2
comptroller general 2
pragmatic guidance 2
shared vision 2
central acquisition 2
critical role 2
first success 2
organizational structure 2
primary responsibility 2
national security 2
security act 2
training committee 2
multiple business 2
full salary 2
john wiley 2
external information 2
their skill 2
external market 2
privacy act 2
enterprise«s mission 2
brooks act 2
federal agency 2
major executive 1
ƒsoft dollars≈ 1
right cio 1
process management 1
other factor 1
organizational change 1
integrated management 1
her staff 1
successful integration 1
public access 1
common theme 1
effective manner 1
first building 1
his company 1
articles ƒbest 1
their it 1
3-month course 1
common desktop 1
practical steps 1
international nature 1
state«s progress 1
national institute 1
day-to-day execution 1
gartner group 1
limited set 1
brief description 1
• number 1
executive level 1
executive order 1
specific nature 1
brief overview 1
increased productivity 1
michael j. 1
inefficient business 1
further discussion 1
• outsourcing 1
operational performance 1
its case 1
organizational cohesiveness 1
ever-increasing shortage 1
abundant source 1
various leadership 1
their success 1
ongoing basis 1
comprehensive case 1
their work 1
federal environment 1
g sts 1
hybrid combination 1
lead role 1
bureaucratic business 1
technical support 1
new service 1
structured process 1
following discussion 1
their purview 1
full potential 1
web-based system 1
www.govexec.com informationweek 1
assessment guide 1
≈ m-96-20 1
high level 1
discretionary spending 1
great deal 1
document management 1
cio management 1
one-size-fits-all solution 1
their role 1
their business/mission 1
early effort 1
external customer 1
deputy director 1
our meeting 1
david f. 1
san francisco 1
normal course 1
direct information 1
its performance 1
chief knowledge 1
cultural contexts 1
other information 1
ƒbig-ticket≈ infrastructure 1
automatic disclosure 1
principal means 1
their progress 1
former information 1
programming guide 1
important element 1
our selection 1
technical challenge 1
single address 1
two-way exchange 1
federal context 1
decentralized nature 1
daily basis 1
high-tech environment 1
nationwide justice 1
interoperable technology 1
ongoing process 1
last biennium«s 1
ever-changing business 1
his executive 1
general public 1
annual budget 1
various staffing 1
shared business 1
first principle 1
challenging task 1
holistic blend 1
his ability 1
her direction 1
chief executive 1
considerable amount 1
central control 1
effective allocation 1
fast-paced environment 1
in-house staff 1
