
 Bigram NP 
fiscal year 31
our study 20
federal government 17
united kingdom 15
private sector 13
new zealand 11
internal control 11
food stamp 11
social security 9
neural network 6
improper payment 6
illinois department 6
idpa oig 5
timely information 5
top management 5
neural networking 5
medicaid service 4
inspector general 4
searchable database 4
texas department 4
wide range 4
human service 4
national association 4
income support 4
public aid 4
electronic commerce 3
public sector 3
our visit 3
other information 3
medicaid fraud 3
government executive 3
national advisor 3
computer matching 3
additional information 3
fraud prevention 3
strong support 3
internal auditor 3
reasonable assurance 3
benefit agency 3
human capital 3
one-stop shop 3
actual impact 3
veteran affair 3
federal agency 3
valuable information 2
other privacy 2
cultural framework 2
auditor general 2
tom broderick 2
corrective action 2
financial assistance 2
financial management 2
medicare fee-for-service 2
improved program 2
early effort 2
following exchange 2
cio council 2
significant problem 2
supportive attitude 2
same year 2
materiel management 2
general public 2
nonfinancial information 2
possible duplicate 2
our work 2
texas medicaid 2
organizational culture 2
cook county 2
erroneous benefit 2
initial eligibility 2
appendix iii 2
needed information 2
duplicate payment 2
senate committee 2
medical care 2
large number 2
further attention 2
survivor insurance 2
australian government 2
social policy 2
incorrect payment 2
local government 2
cabinet office 2
texas health 2
old age 2
other program 2
common focus 2
government accountant 2
economic co-operation 2
first place 2
needy family 2
va office 2
abuse initiative 2
annual performance 2
new provider 2
g street 2
significant impact 2
independent nation 2
extensive research 2
wasteful spending 2
their willingness 2
great britain 2
computer-generated information 2
large volume 2
it efficiency 2
federal arena 2
sophisticated computer 2
temporary assistance 2
ethical tone 2
cultural change 2
privacy act 2
disability insurance 2
effective program 2
it success 1
certain health 1
federal bureau 1
contract review 1
healthy competition 1
strong control 1
key point 1
contradictory information 1
-the probability 1
human services-centers 1
gi00 united 1
significant role 1
it performance 1
historical table 1
automated system 1
receive correspondence 1
agency department 1
public accounting 1
further investigation 1
commission strong 1
overall benefit 1
federal benefit 1
various prevention 1
previous disqualification 1
successful fraud 1
and/or training 1
joint standard 1
general manager 1
monthly basis 1
nonprofit association 1
medicaid medicaid 1
current information 1
texas texas 1
possible extent 1
it role 1
accurate income 1
joint effort 1
baseline information 1
debra sebastian 1
timely feedback 1
insufficient oversight 1
information technology 1
reported return 1
government several 1
systematic risk 1
entire organization 1
strategic framework 1
debt manager 1
public debt 1
analyses-client telephone 1
top-level program 1
recognition award 1
parliament-the house 1
agencies' mission 1
main accountability 1
key information 1
operational support 1
essential step 1
maxwell school 1
integral component 1
various state 1
starter kit 1
their use 1
next section 1
government technology 1
inadequate attention 1
joint request 1
significant experience 1
significant volume 1
gao-02-69g preface 1
modern government 1
large-scale analysis 1
ken holcomb 1
their payment 1
cabinet office's 1
va oig 1
single address 1
integral element 1
their postpayment 1
public management 1
their intent 1
vendor-provided software 1
process-monitoring progress 1
first time 1
it founding 1
their feedback 1
potential fraud 1
systematic method 1
it budget 1
erroneous payment 1
medical/surgical supply 1
areas-control environment 1
annual budget 1
texas' health 1
consider-control environment 1
it dollar 1
internal auditing 1
local department 1
comptroller general 1
retiree income 1
public spending 1
cheryl driscoll 1
their attention 1
chris linton 1
parliamentary committee 1
continual interaction 1
top-level interest 1
it business 1
issue-based organization 1
random chance 1
reliable information 1
prompt communication 1
improved performance 1
public affair 1
client-related reporting 1
national information 1
electronic order 1
adjust control 1
nonprofit organization 1
public attitude 1
long-standing track 1
multiple computer 1
various payment 1
effective use 1
chief executive 1
additional investigation 1
key role 1
integral part 1
central repository 1
centralized management 1
effective deterrent 1
prime minister 1
certain date 1
other documentation 1
it goal 1
