
 Bigram NP 
preliminary assessment 18
undetermined reliability 15
related information 10
initial testing 9
additional work 9
unintentional message 8
final assessment 7
hard copy 5
short time 5
electronic testing 4
final report 4
your basis 3
corrective action 3
ass data 3
original computer 3
ultimate goal 3
your engagement 3
your assessment 2
sufficiently reliable 2
selected system 2
inspector general 2
accepted government 2
random sample 2
serious reliability 2
gao report 2
expected significance 2
audited entity 2
entire data 2
additional assessment 2
source document 2
using data 2
engagement purpose 2
initial stage 2
financial audit 2
brief discussion 1
www.gao.gov/fraudnet/fraudnet.htm e-mail 1
method section 1
on-line version 1
data integrity 1
such information 1
focal point 1
additional reliability 1
good government 1
collected questionnaire 1
your report 1
correct file 1
it core 1
decision process 1
such testing 1
other hand 1
following decision 1
investigative arm 1
data-the reliability 1
efficient manner 1
single address 1
risk • 1
potential risk 1
critical data 1
other research 1
overall reliability 1
assessing reliability 1
result act 1
seek assistance 1
fiscal year 1
their entirety 1
our engagement 1
appropriate language 1
potential system 1
decision-making phase 1
address service 1
conducting additional 1
nelliganj @ 1
possible magnitude 1
commitment letter 1
little information 1
independent evidence 1
proper operation 1
unique evidence 1
reliable data 1
financial information 1
barry seltser 1
inconsistent interpretation 1
further determine 1
questionable reliability 1
significant impact 1
report data 1
federal government 1
financial statement 1
overall assessment 1
overall process 1
external version 1
initial assessment 1
• gain 1
gi00 united 1
professional judgment 1
procedures-which apply 1
proper context 1
report fraud 1
government auditing 1
individual application 1
detailed understanding 1
acceptable level 1
appropriate mix 1
gao's internet 1
large segment 1
annual governmentwide 1
such tracing 1
other evidence 1
your review 1
anticipated risk 1
such evidence 1
appropriate measure 1
knowledgeable agency 1
created-for example 1
technical assessment 1
specialized computer 1
informed determination 1
underpin audit 1
early version 1
your work 1
individual piece 1
512-2537 fax 1
full-text document 1
512-6061 contact 1
incomplete file 1
designated range 1
applied research 1
illogical progression 1
electronic submissions-use 1
relevance-to ass 1
acceptable range 1
informed oversight 1
printed report 1
key decision 1
jeff nelligan 1
advanced programming 1
their computer 1
social security 1
