
 Bigram NP 
toxicant test 15
chronic toxicity 13
green alga 8
full life-cycle 7
test organism 6
quality assurance 5
toxicant testing 5
aquatic toxicity 5
static renewal 5
deionized water 5
receiving water 5
tap water 4
standard deviation 4
data analysis 4
same test 4
additional reference 3
acute toxicity 3
same reference 3
regulatory agency 3
support document 3
good quality 3
total metal 3
nutritional suitability 3
expected range 3
recommended test 3
embryo-larval survival 3
effluent toxicity 3
regulatory authority 3
recent data 3
interlaboratory precision 3
individual test 3
short exposure 2
acceptable test 2
sample preparation 2
larval growth 2
short-term toxicity 2
potassium chloride 2
their use 2
possible loss 2
na na 2
electrical equipment 2
usepa method 2
same source 2
fish toxicity 2
safe concentration 2
appropriate manner 2
npdes program 2
minimum acceptability 2
millipore® milli-q® 2
sample chain-of-custody 2
fume hood 2
ongoing laboratory 2
larval fish 2
same month 2
same data 2
standard dilution 2
sensitive life 2
toxicant sample 2
pesticide-grade acetone 2
taxonomic expert 2
activated carbon 2
toxicant concentration 2
respective test 2
laboratory evaluation 2
relative variability 2
new group 2
individual effluent 2
excessive mortality 2
total organochlorine 2
their source 2
fry survival 2
ongoing commitment 2
other test 2
probit analysis 2
instrument manufacturer 1
central tendency 1
equivalent system 1
same life 1
particular sample 1
decreased test 1
pimephales survival 1
laboratory standard 1
different dilution 1
empirical confidence 1
dose-response relationship 1
specified percent 1
concurrent toxicity 1
general precaution 1
lake superior 1
alternate test 1
chemical hazard 1
such use 1
undiluted receiving 1
and/or measure 1
internal quality 1
synthetic water 1
complete life 1
prescribed period 1
other glassware 1
normal propagation 1
professional judgment 1
pennsylvania avenue 1
cadmium chloride 1
gill ventilation 1
wide variety 1
general safety 1
acceptable reference 1
sample storage 1
biological oxygen 1
physical damage 1
low mortality 1
neoprene rubber 1
technical staff 1
similar material 1
fixed number 1
adequate do 1
environmental toxicology 1
specific test 1
acceptable laboratory 1
strong appeal 1
analytical method 1
dose-response information 1
culture water 1
operator error 1
other closure 1
same amount 1
specific toxicity 1
ongoing training 1
24-h period 1
artificial food 1
early period 1
laboratory staff 1
routine reference 1
successive test 1
same strain 1
single effluent 1
successive toxicity 1
permanent log 1
alternative source 1
relevant test 1
initial use 1
rapid shift 1
flow-through rate 1
it use 1
other point 1
millipore® qpak™2 1
significant reduction 1
and supply 1
natural environment 1
cooperative research 1
general requirement 1
fish mortality 1
laboratory management 1
organism disposal 1
taxonomic reference 1
same age 1
nitric acid 1
laboratory ventilation 1
their history 1
and/or reproduction 1
food quality 1
ic25 reproduction 1
sample collection 1
test specie 1
appropriate state 1
first edition 1
percent coefficient 1
good condition 1
net result 1
final effluent 1
cumulative trend 1
static test 1
larval survival 1
cumulative mean 1
same type 1
dry yeast 1
remote test 1
direct estimate 1
side-by-side toxicity 1
it suitability 1
legal liability 1
local grocery 1
their identification 1
reagent grade 1
sufficient quantity 1
laboratory culturing 1
life stage 1
self-monitoring permit 1
necessary safety 1
logical approach 1
environment canada 1
toxicity test 1
immediate investigation 1
subsequent shattering 1
sensitive indicator 1
laboratory life-cycle 1
significant measure 1
routine application 1
suitable space 1
special consideration 1
bottle test 1
same concentration 1
seven-day larval 1
various treatment 1
analysis division 1
other hand 1
critical life-stage 1
real-time basis 1
consumable material 1
live brine 1
test acceptability 1
test precision 1
absolute value 1
hard water 1
detailed discussion 1
further guidance 1
wild caught 1
seven-day cladoceran 1
hydrochloric acid 1
high temperature 1
individual toxicity 1
dry food 1
their life 1
appropriate dilution 1
potential acute 1
non-disposable sample 1
good housekeeping 1
it identity 1
effective health 1
minute period 1
chemical analysis 1
potential health 1
small-mesh nylon 1
enzyme activity 1
pet supply 1
whole effluent 1
horizontal axis 1
fresh solution 1
high chemical 1
µg/g wet 1
original bench 1
early life 1
additional information 1
good repeatability 1
rwc + 1
rwc = 1
sodium dodecyl 1
annual meeting 1
electrical shock 1
safety equipment 1
high intensity 1
commercial laboratory 1
off-site testing 1
cfr part 1
routine basis 1
toxicant dependent 1
high quality 1
statistical method 1
other equipment 1
smooth glass 1
extensive design 1
fecal material 1
maximum precision 1
personal safety 1
dilution water 1
first aid 1
high cost 1
non-phosphate detergent 1
general section 1
¯ point 1
frozen food 1
laboratory-prepared dilution 1
commercial stock 1
net flow 1
graded series 1
safety manual 1
taxonomic specialist 1
chronic endpoint 1
effluent sample 1
green algae 1
multi-concentration chronic 1
early life-stage 1
daily record 1
disease prevention 1
attached material 1
dry surface 1
single-laboratory precision 1
reviewing staff 1
negative test 1
statistical analysis 1
great majority 1
such party 1
sufficient information 1
mobile laboratory 1
large-mouth screw-cap 1
cross contamination 1
required age 1
sample handling 1
negative result 1
static type 1
natural occurring 1
concentrated acid 1
other time 1
inadvertent introduction 1
previous exposure 1
future release 1
polyvinyl chloride 1
early juvenile 1
small volume 1
fathead minnow 1
effluent test 1
21-day daphnid 1
exhaust canopy 1
chemical composition 1
algal toxicity 1
portable pump 1
commercial source 1
complete file 1
stainless steel 1
standard error 1
central laboratory 1
good laboratory 1
fry growth 1
stiff-bristle brush 1
entire group 1
appreciable impact 1
control chart 1
laboratory sample 1
one-tenth capacity 1
endpoint number 1
icpin method 1
same dilution 1
instrument calibration 1
general guidance 1
detailed guidance 1
epa-821-r-02-013 disclaimer 1
important factor 1
preconditioned water 1
heavy-duty kitchen 1
nw washington 1
frozen adult 1
municipal wastewater 1
organisms fail 1
noec ± 1
waste disposal 1
single laboratory 1
excess food 1
ic50 reproduction 1
national study 1
vertical axis 1
relative standard 1
seven-day-old fathead 1
reference toxicant 1
warm water 1
equivalent water 1
life-cycle test 1
apparent toxicity 1
bodily injury 1
relative sensitivity 1
fish food 1
same laboratory 1
definitive test 1
nutritional quality 1
laboratory analyst 1
local fire 1
h period 1
record keeping 1
under-counter type 1
tests2 cv 1
entire surface 1
table ia 1
automatic dishwasher 1
commercial supply 1
starter culture 1
same way 1
narrow control 1
short-term chronic 1
new food 1
static non-renewal 1
olfactory function 1
representative effluent 1
undergravel filter 1
disposable polystyrene 1
additional precision 1
agricultural point 1
it ability 1
third party 1
diseased condition 1
l.0 mg 1
limited number 1

 Trigram NP 
number page section 4
short-term chronic toxicity 3
chronic toxicity test 3
short-term toxicity test 2
total residual chlorine 2
fish full life-cycle 2
partial life-cycle toxicity 2
inherent maximum precision 2
equivalent mixed-bed water 1
na na na 1
it own waste 1
potential temporal variability 1
other aquatic life 1
health and safety 1
their predictive value 1
average dry weight 1
sample log sheet 1
noec minus loec 1
same toxicant yield 1
laboratory safety equipment 1
other pertinent information 1
response using effluent 1
lethal threshold concentration 1
type of test 1
calibration and standardization 1
receiving water sampling 1
and test chamber 1
good physical condition 1
full life-cycle toxicity 1
and laboratory apparatus 1
total interlaboratory variability 1
effluent2 sd cv 1
other prescribed interval 1
moderately-hard synthetic freshwater 1
balston® grade bx 1
partial life-cycle test 1
it wide use 1
alfalfa rabbit pellet 1
single toxicant fathead 1
unsaturated fatty acid 1
chronic toxicity endpoint 1
linear interpolation method 1
their third brood 1
significant observed effect 1
personal safety gear 1
water purification system 1

 Unigram NP 
test 180
water 74
toxicity 64
usepa 64
laboratory 45
reference 44
organism 42
control 37
use 37
% 33
growth 30
section 29
dilution 28
concentration 24
quality 22
effluent 22
equipment 20
food 19
toxicant 18
safety 16
precision 14
method 13
receiving 13
reproduction 13
program 12
cv 12
temperature 12
survival 12
culturing 11
permit 11
pimephales 11
el 11
fish 11
capricornutum 11
selenastrum 11
sensitivity 11
culture 11
ceriodaphnia 11
exposure 11
minnow 10
result 10
npdes 10
health 9
solution 9
sample 9
number 9
dubia 9
performance 9
do 9
variability 9
noec 9
air 9
ic25 9
type 9
fathead 8
compliance 8
subsection 8
state 8
mount 8
shrimp 7
daphnid 7
glassware 7
rinse 7
condition 6
glass 6
minimum 6
evaluation 6
assurance 6
system 6
brine 6
promelas 6
norberg 6
contact 6
interval 6
kcl 5
new 5
chemical 5
oxygen 5
mean 5
possibility 5
copper 5
chart 5
factor 5
mortality 5
qa 5
birge 5
supply 5
development 5
effect 5
cleaning 5
analysis 5
source 5
facility 5
width 5
al 5
chance 5
artemia 5
age 5
month 4
level 4
hcl 4
study 4
work 4
stress 4
responsibility 4
lc50 4
day 4
series 4
plastic 4
part 4
salinity 4
noec-loec 4
h 4
freshwater 4
testing 4
inhouse 4
identification 4
s 4
addition 4
waste 4
handling 4
ic50 4
duration 4
and/or 4
reduction 4
record 4
ic25s 4
time 4
feeding 3
sulfate 3
al. 3
ml 3
application 3
cost 3
cfr 3
degree 3
experience 3
process 3
monitoring 3
information 3
criterion 3
outlier 3
collection 3
a 3
group 3
sodium 3
presence 3
lethality 3
rwc 3
material 3
weight 3
reason 3
acute 3
marine 3
lc50s 3
embryo 3
pcbs 3
noecs 3
size 3
introduction 3
preparation 3
guidance 3
federal 3
period 3
