
 Bigram NP 
dr. gentilello 8
mental health 8
primary care 7
other drug 5
brief intervention 5
gentilello lm 5
public health 5
rivara fp 4
bernstein j 4
bernstein e 4
substance abuse 4
j trauma 4
american college 4
injured patient 4
national institute 3
clinical research 3
d'onofrio g 3
zink bj 3
dunn cw 3
current practice 3
brewer pa 3
craig sa 3
woolard rh 3
little impact 3
clinical practice 3
alcohol abuse 3
optimal care 3
public policy 3
great deal 3
formal screening 3
emergency medicine 3
alcohol-related research 3
important role 2
insurance legislators 2
at-risk drinking 2
substantial number 2
their effectiveness 2
collaborative process 2
indirect rate 2
national survey 2
epidemiologic shift 2
miller wr 2
geller g 2
his paper 2
peters j 2
project match 2
alcohol problems 2
insurance commissioners 2
severe dependence 2
brooker c 2
strategic position 2
medical care 2
mccabe c 2
domestic violence 2
many emergency 2
acute alcohol 2
national conference 2
clinical judgment 2
chronic alcohol 2
primary function 2
their implementation 2
tonigan js 2
positive blood 2
hazardous drinking 2
joint commission 2
their responsibility 2
their ability 2
babor tf 2
u.s. department 2
national association 2
standardized approach 2
their mission 2
donovan dm 2
biomedical model 2
real-world setting 2
recent survey 1
total alcohol 1
disease control 1
sensitive issues.53 1
his hospital 1
attitudinal change 1
cost-benefit analysis 1
main effect 1
our practice 1
translational research 1
little integration 1
patient confidentiality 1
richard ries 1
sufficient relationship 1
substantial portion 1
medical practice 1
equitable care 1
benefit-cost analysis 1
extraordinary amount 1
lobbying pressure 1
reasonable consensus 1
federal legislation 1
important issue 1
many health 1
galvin rw 1
separate category 1
myocardial infarction 1
other staff 1
our task 1
his alcohol 1
over-coming resistance 1
non-md publishing 1
good medicine 1
main area 1
surgical expense 1
social strategy 1
chassin mr 1
edward bernstein 1
relative lack 1
peer-review group 1
their need 1
new partnership 1
fleming m 1
additional care.43 1
active ingredient 1
broad array 1
his idea 1
little reason 1
empirical support 1
long way 1
hospital-based screening 1
extended treatment 1
significant issue 1
collaborative model 1
their grant 1
garrett ja 1
mueller ba 1
subsequent alcohol 1
their role 1
davis da 1
behavior change.2 1
our message 1
little point 1
schaefer j 1
inexpensive screening 1
urgent need 1
appropriate evaluation 1
barry kl 1
integral component 1
informational material 1
extra staff 1
new ground 1
jensen nm 1
college-based binge 1
addict behav 1
med care 1
congressional intent 1
useful source 1
affect screening 1
first time 1
daily basis 1
mattson me 1
effective disease 1
grant review 1
broad spectrum 1
other policy 1
dailey jt 1
individual patient 1
effective screening 1
surgical crisis 1
r-01 interactive 1
physical examination 1
niaaa-sponsored event 1
entire population 1
their problem 1
drug screening 1
legal limit 1
current environment 1
monti pm 1
their research 1
little cross-dissemination 1
financial loss 1
suitable outcome 1
grossman dc 1
standard curricula 1
inadequate access 1
routine screening 1
ronald maio 1
outpatient treatment 1
critical care 1
cheryl cherpitel 1
our field 1
bleecker t 1
great collaboration 1
methodologic design 1
kraus m 1
peter rostenberg 1
good management 1
soderstrom ca 1
colby sm 1
grant period 1
research support 1
their field 1
department-based research 1
ed-based intervention 1
passannante mr 1
reduced drinking 1
12-step arm 1
alcohol treatment 1
conceptual verification 1
financial remuneration 1
such research 1
blose jo 1
david fiellin 1
motivational counseling 1
and/or treatment 1
levine dm 1
collaborative care 1
primary outcome 1
their relevance 1
their state 1
bien th 1
federal regulations 1
their insurance 1
intensive treatment 1
standardized intervention 1
alcohol-related disorder.21 1
project assert 1
average emergency 1
primary emergency 1
national level 1
improvement protocol 1
negative abdominal 1
abuse/individual behavior 1
confidential information 1
multiple approach 1
patient self-report 1
medical service 1
standard intervention 1
physician behavior 1
gerstein dr 1
its cost-effectiveness 1
simple referral 1
limited access 1
timely conference 1
interdisciplinary research 1
sickness insurance 1
moore rd 1
richard longabaugh 1
strong support 1
bone lr 1
wilk ai 1
chang g 1
seek treatment 1
stephen hargarten 1
accurate information 1
early diagnosis 1
kenaston t 1
other hand 1
simple phone 1
its adoption 1
md individuals 1
clinical trial 1
project match.56 1
blume aw 1
routine emergency 1
their opportunity 1
his multi-center 1
elinor walker 1
linda degutis 1
current belief 1
indirect cost 1
first step 1
biomedical research 1
new treatment 1
powerful impact 1
their practice 1
uniform policy 1
little funding 1
weil u 1
new health 1
accurate surveil-lance 1
tesh e 1
clinical detection 1
barnett np 1
little interaction 1
particular project 1
french mt 1
horgan c 1
johnson intervention 1
clinical epidemiology 1
manwill lb 1
systematic effort 1
high priority 1
recent version 1
maguire bt 1
technical correction 1
federal law 1
complex problem 1
small group 1
peer-review process 1
physician advice 1
total amount 1
great merit 1
important research 1
national dissemination.30 1
comparable coverage 1
loneck b 1
larry gentilello 1
prior training 1
alcohol-positive older 1
high rate 1
richards cf 1
multi-disciplinary input 1
daniel hungerford 1
medical record 1
gruman j 1
higgens-biddle jc 1
annual meeting 1
typical emergency 1
suspected blunt 1
slow process 1
mundt mp 1
criminal justice 1
learning opportunity 1
overall quality 1
physician education 1
alcohol interventions 1
